time,lat,lng,accuracy,altitude,speed,satellites in view,satellites in use
1048434,12.9217117,77.561167,13,799,13.49,30,14
1049400,12.9216757,77.5612717,13,799,13.16,30,14
1050385,12.9216042,77.5613822,11,799,14.44,30,14
1051384,12.9215372,77.5614706,11,798,14.21,30,14
1052383,12.9214648,77.5615681,10,797,13.42,30,14
1053461,12.921353,77.5616673,10,796,13.21,30,14
1054432,12.9212492,77.5617343,10,797,13.28,30,14
1055434,12.9211504,77.5618115,9,798,13.32,30,14
1056434,12.9210488,77.5618652,9,796,13.43,30,14
1057519,12.9209376,77.5619285,9,798,13.71,30,14
1058487,12.9208175,77.5619802,9,796,13.4,30,14
1059491,12.920711,77.5620271,9,798,13.12,30,14
1060532,12.920611,77.5620641,10,799,12.3,30,14
1061550,12.9205097,77.5621208,11,800,12.4,30,14
1062536,12.9202996,77.5622148,11,799,12.18,30,14
1063642,12.9202996,77.5622148,11,799,12.18,30,14
1064647,12.9202029,77.5622686,13,799,12.18,30,14
1065682,12.9200353,77.5624018,16,799,12.09,30,14
1066680,12.9200044,77.5625281,14,799,11.76,30,11
1067683,12.9199418,77.5626483,13,801,12.52,30,11
1068682,12.9198814,77.5627015,14,801,12.06,30,11
1069704,12.9197883,77.5628212,13,800,12.19,30,11
1070682,12.9197347,77.5629388,13,800,12.56,30,11
1071681,12.9196759,77.5630338,12,800,12.48,30,11
1072684,12.9196759,77.5630338,12,800,12.48,30,11
1073753,12.9195847,77.5632247,12,801,12.08,30,11
1074731,12.9195163,77.5633105,12,801,11.39,30,11
1075731,12.9194336,77.563355,11,802,9.6,29,11
1076782,12.9193862,77.5634057,10,803,9.72,30,11
1077803,12.919325,77.5634581,10,802,10.58,30,11
1078781,12.919259,77.5635405,10,802,10.77,30,11
1079780,12.9191778,77.563588,10,802,10.15,30,11
1080781,12.9190799,77.5636662,10,803,10.51,30,11
1081782,12.9189735,77.5637593,10,802,11.39,30,11
1082786,12.9188811,77.5638073,10,802,11.4,30,11
1083781,12.9187892,77.5638693,11,802,11.34,30,11
1084835,12.918685,77.5639184,10,802,11.55,30,10
1085855,12.9186068,77.5639778,10,802,11.57,30,10
1086837,12.9185153,77.564063,11,802,12.17,30,10
1087832,12.9184179,77.5641205,10,804,11.71,30,11
1088887,12.9183101,77.564202,10,802,12.05,30,11
1089959,12.9182106,77.5642576,10,802,11.86,30,11
1090933,12.918121,77.5643115,10,802,11.64,30,11
1091980,12.9180585,77.5643348,10,803,8.87,30,11
1092981,12.9179856,77.5643372,11,803,8.51,30,11
1094019,12.917911,77.564345,11,803,7.9,30,11
1094987,12.9178454,77.5643644,11,803,7.65,30,11
1096033,12.917793,77.5643843,11,804,6.84,30,11
1097033,12.9177406,77.5644151,12,804,6.73,30,11
1098076,12.9176973,77.5644463,12,803,6.31,30,11
1099036,12.9176539,77.5644166,12,803,5.18,30,11
1100037,12.9175904,77.5644261,12,803,5.89,30,11
1101036,12.9175259,77.5644476,12,804,5.62,30,11
1102076,12.9174774,77.5644624,12,805,6.14,30,11
1103083,12.9174141,77.564476,12,805,6.88,30,10
1104136,12.9173659,77.5645392,11,802,6.8,30,10
1105183,12.9173079,77.5645576,11,802,6.83,30,10
1106220,12.917253,77.5645779,10,802,6.76,30,10
1107233,12.9172083,77.5646347,10,800,7.08,30,10
1108235,12.9171425,77.5646713,10,800,7.31,30,10
1109282,12.9170829,77.5647026,10,803,6.22,29,10
1110301,12.9170245,77.5647332,10,804,6.69,30,10
1111337,12.9169658,77.5647736,10,804,6.72,30,10
1112333,12.9168861,77.5648096,10,804,7.26,30,10
1113383,12.916814,77.5648337,11,803,7.37,30,10
1114419,12.9167628,77.5648571,11,804,6.93,30,10
1115386,12.9167124,77.5648669,11,804,6.62,30,10
1116433,12.9166646,77.5648879,10,804,5.87,30,10
1117434,12.9165973,77.5649136,10,804,5.59,30,10
1118471,12.9165514,77.5649324,10,805,5.72,30,10
1119484,12.9165187,77.5649543,10,805,5.34,30,10
1120532,12.9164624,77.5649737,10,805,5.83,30,10
1121537,12.9164166,77.5649897,10,805,5.77,30,10
1122571,12.9163626,77.5650019,10,805,6.19,30,10
1123535,12.9163102,77.5650111,10,806,5.54,30,10
1124583,12.9162825,77.5650262,10,806,4.16,30,10
1125582,12.9162597,77.56502,10,805,2.81,30,10
1126603,12.9162024,77.565059,10,805,3.65,30,10
1127583,12.9161776,77.5650718,10,804,4.27,30,10
1128587,12.9161776,77.5650718,10,804,4.27,30,10
1129583,12.916141,77.5650996,11,805,4.28,31,10
1130602,12.9160782,77.5651346,11,805,4.1,31,10
1131636,12.9160782,77.5651346,11,805,4.1,31,10
1132635,12.9160142,77.5651763,11,806,5.27,31,10
1133681,12.9159637,77.5652033,11,807,5.46,30,9
1134756,12.9159032,77.5652225,10,806,5.57,31,10
1135780,12.9158446,77.5652236,10,807,6.08,31,10
1136781,12.9158131,77.5652374,10,807,5.71,31,10
1137782,12.9157723,77.5652683,10,808,5.71,31,10
1138786,12.9157309,77.5652987,10,808,6.57,31,10
1139780,12.9156619,77.5653461,10,808,6.53,31,10
1140782,12.9155945,77.5653797,10,808,6.42,31,10
1141783,12.9155302,77.5654194,10,804,6.63,31,10
1142818,12.9154786,77.5654549,10,804,6.82,31,10
1143784,12.9154297,77.5654608,10,802,5.42,31,10
1144780,12.9153556,77.5654724,11,802,6.51,31,10
1145783,12.9153058,77.5654997,10,802,7.09,31,10
1146866,12.9152417,77.5655247,10,802,7.28,31,10
1147834,12.915197,77.5655591,10,802,6.67,31,10
1148832,12.9151484,77.5655967,10,802,6.29,31,10
1149883,12.9150939,77.5656221,10,802,6.31,31,10
1150921,12.9150409,77.5656274,10,801,6.31,31,10
1151936,12.9149901,77.5656432,10,803,6.35,31,10
1152981,12.9149302,77.5656622,10,803,6.41,31,10
1153983,12.9148716,77.5656888,9,804,6.57,31,10
1155071,12.9148173,77.5657127,9,805,6.48,31,10
1156035,12.9147632,77.5657192,10,804,6.31,31,10
1157031,12.9147121,77.5657372,9,804,6.53,31,10
1158090,12.91466,77.5657581,10,804,6.66,31,10
1159158,12.9146123,77.5657997,10,804,6.7,31,10
1160180,12.9145597,77.5658125,11,803,6.23,31,10
1161180,12.9144843,77.5658601,12,804,7.15,31,9
1162185,12.9143804,77.5659105,13,805,8.69,31,9
1163264,12.9143105,77.5658965,13,805,8.1,31,9
1164282,12.914226,77.5658863,14,807,8.2,31,9
1165284,12.9142397,77.5659793,14,807,7.09,31,9
1166331,12.9141304,77.5659525,13,807,7.44,31,9
1167365,12.9140841,77.5659325,13,808,6.64,31,9
1168332,12.9140553,77.5660087,12,809,6.14,31,10
1169334,12.9140372,77.566044,11,809,5.32,31,10
1170382,12.9140162,77.5661203,10,809,5.49,31,10
1171467,12.9139918,77.5661766,10,810,6.17,31,11
1172486,12.9139834,77.5662454,10,809,6.19,31,12
1173532,12.9139727,77.5663048,10,812,6.45,31,12
1174535,12.9139605,77.5663559,10,813,6.62,31,12
1175563,12.9139235,77.566433,10,813,7.28,31,12
1176534,12.9139108,77.5664953,10,815,7.19,31,12
1177580,12.9138754,77.5666172,10,813,6.83,31,12
1178579,12.9138966,77.5666737,9,811,6.05,31,12
1179609,12.9138966,77.5666737,9,811,6.05,31,12
1180582,12.9138815,77.5667291,10,812,6.53,30,12
1181632,12.9138518,77.5668305,10,813,6.28,30,12
1182681,12.9138588,77.5668756,10,813,5.38,30,12
1183702,12.9138494,77.5669309,10,813,5.36,30,12
1184681,12.9138554,77.5669942,11,813,5.64,30,12
1185680,12.9138504,77.5670248,10,814,4.32,30,12
1186681,12.9138357,77.5670603,10,816,4.02,30,12
1187707,12.9138358,77.5671066,10,815,4.13,30,12
1188732,12.9138438,77.5671423,10,815,4.15,30,12
1189782,12.913867,77.5671818,10,816,4.88,30,12
1190786,12.9138664,77.5672087,10,816,4.81,30,12
1191821,12.9138665,77.5672963,10,816,6.54,30,12
1192782,12.9138797,77.5673826,10,816,8.37,30,12
1193834,12.9138639,77.5674577,10,817,8.21,30,12
1194829,12.913872,77.5675307,11,816,8.34,30,12
1195869,12.9139037,77.5676253,12,816,8.91,30,12
1196918,12.9139594,77.5676358,11,817,7.18,30,11
1197879,12.9140605,77.5676995,11,817,8.69,30,11
1198884,12.9141274,77.5677572,10,818,8.71,30,11
1199909,12.914225,77.5678183,10,816,8.93,30,11
1200886,12.9142854,77.5678908,10,816,9.71,30,11
1201932,12.9143469,77.5679749,11,816,9.87,30,11
1202932,12.9144176,77.5680579,11,815,10.29,30,11
1203971,12.9145175,77.5681351,12,815,10.97,30,11
1204983,12.9145615,77.5681941,11,815,9.96,30,11
1205983,12.9146228,77.5682646,11,815,10.09,30,11
1207032,12.9146791,77.5683339,12,816,10.04,30,11
1208120,12.9147417,77.5684017,13,816,10.06,30,11
1209087,12.9148056,77.5684681,14,816,10.07,30,11
1210131,12.9148691,77.5685183,12,818,9.91,30,11
1211181,12.9149207,77.5685748,11,819,9.63,30,11
1212216,12.9150376,77.5686497,11,817,9.9,30,11
1213232,12.915083,77.5686928,11,817,9.57,30,11
1214232,12.9151457,77.568755,11,817,9.93,30,11
1215282,12.9152077,77.5688397,11,818,10.18,30,11
1216281,12.9152846,77.5689053,12,817,10.29,30,11
1217333,12.9153454,77.5689918,12,815,10.33,30,11
1218386,12.9154008,77.569066,12,814,10,29,11
1219385,12.9154405,77.5691491,13,815,9.98,29,11
1220408,12.9155054,77.5692306,14,815,10.23,29,11
1221390,12.9155483,77.5692855,16,815,9.29,29,11
1222383,12.9155833,77.5693544,19,816,9.06,29,11
1223431,12.915556,77.5694002,14,816,7.37,29,11
1224510,12.9155751,77.5694415,14,816,7.89,29,11
1225482,12.915609,77.5695165,15,813,7.61,29,11
1226480,12.9155783,77.5695367,14,814,5.66,29,10
1227482,12.9155832,77.5695681,14,815,4.89,29,10
1228518,12.9155758,77.5696098,13,815,5,29,10
1229530,12.9155956,77.5697001,13,814,6.22,29,10
1230532,12.915592,77.5697582,13,814,6.24,29,10
1231530,12.9155786,77.5697957,12,814,6.27,29,10
1232558,12.9156421,77.5698666,12,813,6.28,29,10
1233531,12.9156584,77.569927,11,815,6.13,29,10
1234532,12.9156689,77.5699746,11,816,5.97,29,10
1235532,12.9157174,77.5699861,11,816,5.05,29,10
1236567,12.9157602,77.5700156,12,815,5.17,29,10
1237581,12.9158627,77.5700813,14,816,6.02,29,10
1238583,12.9158627,77.5700813,14,816,6.02,29,10
1239581,12.9159203,77.5701236,15,815,6.37,29,10
1240607,12.915966,77.5701538,18,817,6.29,29,10
1241581,12.9160477,77.5701965,20,817,7.09,29,10
1242582,12.9161129,77.5702225,19,818,7.18,29,10
1243632,12.9162488,77.5703101,16,819,7.68,29,11
1244656,12.9163118,77.5703256,17,820,7.2,29,11
1245631,12.9164078,77.570287,14,820,7.17,29,11
1246638,12.9163972,77.5703776,16,819,5.57,29,9
1247631,12.9163972,77.5703776,16,819,5.57,29,9
1248652,12.9163994,77.5704062,12,822,1.96,29,9
1249637,12.9163797,77.5704451,12,821,1.09,29,9
1250681,12.9163746,77.5704601,11,823,0.97,29,9
1251682,12.9163663,77.5704576,12,824,0.84,29,9
1252707,12.916385,77.570458,12,824,1.49,29,9
1253681,12.9164169,77.5704425,11,820,2.16,29,9
1254681,12.9164378,77.5704482,11,820,2.22,29,9
1255683,12.9164505,77.5704511,12,820,1.91,29,9
1256764,12.9164636,77.5704892,12,819,2.22,29,9
1257781,12.916493,77.5704855,13,818,2.1,29,9
1258833,12.9165131,77.5704847,14,818,1.96,29,9
1259835,12.9165379,77.5704666,14,819,2.39,29,9
1260919,12.916539,77.570473,14,818,1.16,29,9
1261880,12.9165281,77.5704809,14,819,1.22,29,9
1262884,12.9165063,77.5705028,14,819,2.03,29,9
1263884,12.9164801,77.5705276,14,821,1.92,29,9
1264906,12.9164636,77.5705483,14,822,1.69,29,9
1265881,12.9164452,77.5705613,14,823,1.35,29,9
1266886,12.9164208,77.5705528,12,822,0,29,9
1267885,12.9164131,77.5705417,12,823,0,29,8
1268913,12.9164131,77.5705417,12,823,0,29,8
1269933,12.9164012,77.5705406,11,819,0,29,8
1270982,12.9164001,77.5705347,11,821,0,29,8
1271986,12.9164002,77.5705249,11,821,0,29,8
1273023,12.9164068,77.5705188,10,822,0,29,8
1273981,12.9164109,77.5705154,10,822,0,29,8
1274987,12.916414,77.570512,10,822,0,29,8
1276037,12.9164189,77.5705121,10,822,0,29,8
1277073,12.9164182,77.5705137,10,823,0.33,29,8
1278040,12.9164133,77.5705194,10,825,0.34,29,8
1279083,12.916409,77.5705202,10,827,0,29,8
1280135,12.9164061,77.5705187,10,828,0,30,8
1281223,12.9164028,77.5705194,10,829,0,30,8
1282233,12.916399,77.5705214,10,830,0,30,8
1283235,12.9163952,77.5705221,10,827,0,30,8
1284233,12.9163921,77.5705231,10,828,0,30,8
1285318,12.9163992,77.5705337,10,830,1.94,30,9
1286285,12.9164042,77.5705574,9,830,1.89,30,10
1287283,12.9164053,77.5705751,9,831,1.06,30,10
1288335,12.9164045,77.570583,9,830,0.64,30,10
1289374,12.9163993,77.5705844,9,831,0.28,30,10
1290335,12.9163948,77.5705848,9,832,0.19,30,11
1291332,12.9163841,77.5705803,9,834,0,30,11
1292333,12.9163771,77.5705774,9,835,0,30,11
1293372,12.9163727,77.5705762,9,832,0,30,11
1294334,12.9163727,77.5705746,9,833,0,30,11
1295336,12.9163722,77.5705735,9,834,0,30,11
1296332,12.9163735,77.5705717,9,835,0,30,11
1297366,12.916374,77.570569,9,836,0,30,11
1298335,12.9163738,77.5705679,9,837,0,30,11
1299334,12.9163729,77.5705682,9,835,0,30,11
1300335,12.9163729,77.5705669,9,837,0,30,11
1301423,12.9163731,77.570566,9,838,0,30,9
1302387,12.9163728,77.5705659,9,839,0,30,7
1303433,12.9163729,77.5705662,9,839,0,30,7
1304433,12.916373,77.5705667,9,840,0,30,7
1305470,12.9163731,77.5705669,9,840,0,30,7
1306435,12.9163732,77.570567,9,841,0,30,8
1307434,12.9163733,77.5705672,9,841,0,30,8
1308483,12.9163733,77.5705673,9,841,0,30,8
1309522,12.9163734,77.5705674,9,838,0,30,7
1310534,12.9163734,77.5705674,9,839,0,30,7
1311532,12.9163734,77.5705674,9,839,0,30,7
1312533,12.9163734,77.5705675,9,839,0,30,7
1313554,12.9163731,77.570568,9,840,0,30,7
1314535,12.9163731,77.5705677,9,840,0,30,7
1315542,12.9163731,77.5705676,9,840,0,30,7
1316582,12.9163732,77.5705674,9,841,0,30,7
1317604,12.9163733,77.5705672,9,841,0,30,7
1318585,12.9163733,77.570567,9,841,0,30,7
1319583,12.9163733,77.5705669,9,841,0,30,7
1320586,12.916372,77.57057,9,842,0.29,30,7
1321612,12.9163691,77.5705792,10,845,0.96,30,7
1322583,12.916371,77.5705921,10,845,1.21,30,7
1323585,12.9163737,77.5706082,10,846,1.36,30,10
1324581,12.91638,77.5706375,10,846,1.35,31,10
1325660,12.9163827,77.5706525,9,848,1.36,31,10
1326632,12.9163855,77.5706676,9,848,1.35,31,10
1327681,12.9163874,77.5706828,10,849,1.49,31,10
1328731,12.9163881,77.5707005,9,850,1.65,31,10
1329771,12.9163888,77.5707178,9,850,1.66,31,10
1330782,12.9163912,77.570733,9,850,1.61,31,10
1331781,12.916395,77.5707483,10,850,1.68,31,10
1332782,12.916401,77.5707636,9,848,1.82,31,10
1333816,12.9164063,77.5707795,9,848,1.8,31,10
1334782,12.9164127,77.5707921,9,848,1.51,31,10
1335783,12.916417,77.5708009,9,848,1.01,31,10
1336836,12.9164199,77.5708049,9,848,0.65,31,10
1337925,12.9164272,77.5708058,9,845,0.47,31,8
1338884,12.9164336,77.5708058,9,845,0.34,31,8
1339932,12.9164374,77.5708069,9,845,0.27,31,8
1340985,12.9164408,77.5708079,9,845,0.43,31,8
1342023,12.9164449,77.5708143,9,844,0.9,31,8
1343034,12.916448,77.5708266,9,845,1.46,31,8
1344086,12.9164541,77.570843,9,845,2.04,31,8
1345137,12.9164622,77.5708616,9,845,2.25,31,10
1346154,12.9164716,77.5708804,9,845,2.23,31,10
1347131,12.9164802,77.5708963,9,845,1.89,31,10
1348131,12.9164878,77.5709049,9,844,1.21,31,10
1349134,12.9164954,77.5709088,10,844,1.07,31,10
1350159,12.916499,77.5709133,9,845,0.92,31,10
1351184,12.9165046,77.5709178,9,845,1.29,31,10
1352239,12.9165103,77.5709287,9,846,1.76,31,10
1353239,12.9165152,77.5709424,9,846,1.84,31,10
1354281,12.9165202,77.5709579,9,846,1.89,31,9
1355280,12.916526,77.5709748,10,845,1.79,31,9
1356281,12.916533,77.5709816,10,845,0.87,31,10
1357333,12.9165381,77.5709866,10,845,0.74,31,8
1358373,12.9165437,77.5709959,10,844,1.23,31,9
1359380,12.916549,77.5710113,10,844,1.76,31,9
1360385,12.9165545,77.5710327,10,843,2.13,31,9
1361386,12.9165607,77.5710579,9,841,2.48,31,9
1362420,12.9165688,77.5710871,9,840,3.04,31,11
1363435,12.9165775,77.5711207,9,841,3.41,31,11
1364433,12.9165835,77.5711549,9,841,3.29,31,11
1365434,12.9165898,77.5711888,9,840,3.08,31,10
1366478,12.9165937,77.5712141,9,840,2.08,31,8
1367434,12.9165949,77.5712316,9,841,1.4,31,8
1368441,12.9165973,77.5712454,9,840,1.11,31,8
1369484,12.9165989,77.5712553,9,842,0.77,31,8
1370528,12.9165994,77.5712621,9,843,0.56,31,8
1371533,12.9165991,77.5712677,9,842,0.54,31,8
1372582,12.9165965,77.571274,9,842,0.53,31,8
1373580,12.9165955,77.5712822,9,842,0.81,31,8
1374607,12.916598,77.571299,9,841,0.65,31,8
1375631,12.916598,77.571299,9,841,0.65,31,8
1376630,12.9165998,77.5713211,9,840,1.22,31,8
1377631,12.916603,77.5713386,9,840,1.86,31,8
1378665,12.9166077,77.5713616,9,838,2.44,31,10
1379646,12.9166077,77.5713616,9,838,2.44,31,10
1380687,12.9166124,77.5713898,9,839,2.97,31,11
1381731,12.9166163,77.5714595,9,837,3.99,31,11
1382760,12.9166168,77.5715013,9,838,4.34,31,11
1383730,12.9166165,77.5715411,9,838,4.16,31,10
1384731,12.9166174,77.5715796,9,837,4.06,31,10
1385731,12.9166187,77.5716132,9,836,3.59,31,10
1386753,12.9166179,77.57164,9,834,3.08,31,11
1387837,12.9166165,77.5716654,9,834,2.94,31,11
1388781,12.9166135,77.5716874,9,834,2.76,31,11
1389782,12.9166099,77.5717113,9,834,3.12,31,11
1390802,12.916605,77.5717371,9,834,3.36,31,11
1391781,12.9166027,77.5717662,9,835,3.24,31,11
1392785,12.9166005,77.5717949,9,836,3.36,31,11
1393845,12.9165996,77.5718236,9,836,2.93,31,11
1394927,12.9165993,77.5718504,9,835,2.81,31,11
1395882,12.9166014,77.5718747,9,835,2.74,31,11
1396933,12.9166039,77.5718996,9,834,2.73,31,11
1397985,12.9166074,77.5719272,9,829,2.97,31,11
1399007,12.9166111,77.5719556,9,829,3.17,31,11
1399984,12.9166159,77.571985,9,828,3.06,31,11
1401033,12.9166201,77.5720142,9,827,3.17,31,11
1402039,12.916624,77.5720411,9,827,2.69,31,11
1403072,12.9166281,77.5720687,9,827,3.13,31,11
1404037,12.9166313,77.5720999,9,827,3.32,31,11
1405087,12.9166342,77.5721378,9,827,4.1,31,11
1406131,12.9166371,77.5721829,9,827,4.83,31,11
1407172,12.9166422,77.5722308,10,827,4.96,31,10
1408134,12.9166603,77.5723067,10,828,6.31,31,10
1409136,12.916661,77.572369,10,827,6.3,31,10
1410180,12.9166606,77.5724277,10,827,6.25,31,11
1411225,12.9166641,77.5724894,10,828,6.58,31,11
1412185,12.9166801,77.572556,10,827,6.85,31,11
1413235,12.9166884,77.5726183,10,829,6.93,31,11
1414233,12.916693,77.572673,10,829,6.29,31,11
1415269,12.9166973,77.5727264,10,829,5.96,31,11
1416233,12.9167051,77.5727677,10,830,4.84,31,11
1417285,12.9166969,77.5727941,10,830,4.32,31,11
1418282,12.9166959,77.5728235,10,830,3.87,31,11
1419328,12.9166936,77.5728448,11,830,3.62,31,11
1420283,12.9167008,77.5729139,12,830,4.23,31,11
1421286,12.916695,77.5729463,12,830,4.11,31,11
1422284,12.9166778,77.5729996,13,831,4.46,31,11
1423337,12.91667,77.5729723,13,828,3.19,31,11
1424333,12.9166693,77.5730227,13,828,3.57,31,11
1425382,12.9166449,77.5730854,13,829,4.14,31,11
1426382,12.9166575,77.573117,13,830,3.91,31,11
1427390,12.9166841,77.5731383,13,830,3.55,31,11
1428430,12.916731,77.5731744,14,830,4.91,31,12
1429439,12.9167679,77.5732083,14,831,4.41,31,12
1430431,12.9167927,77.5732225,13,832,3.07,30,12
1431481,12.9168114,77.5732392,12,832,2.83,31,12
1432433,12.916825,77.5732539,12,833,2.69,31,12
1433434,12.9168393,77.5732726,12,829,2.82,30,12
1434435,12.9168508,77.5732757,12,831,1.86,30,12
1435519,12.9168622,77.5732778,12,833,1.87,31,12
1436483,12.9168775,77.5732761,11,833,1.61,31,12
1437485,12.9168956,77.5732786,11,834,1.71,31,12
1438534,12.9169102,77.5732874,12,835,1.8,31,12
1439551,12.9169216,77.573303,12,835,2.02,31,12
1440582,12.9169424,77.5733365,14,834,2.27,31,12
1441584,12.9169424,77.5733365,14,834,2.27,31,12
1442586,12.9169495,77.5733578,14,836,1.89,31,12
1443658,12.9169469,77.5733589,13,836,0.67,31,12
1444728,12.9169392,77.5733424,14,835,0.36,31,12
1445680,12.9169265,77.5733288,13,828,0.51,31,12
1446685,12.916907,77.5733071,13,830,1.1,31,12
1447703,12.916886,77.5732817,13,832,1.08,31,12
1448681,12.9168733,77.5732639,13,831,0.63,31,12
1449683,12.9168649,77.5732452,13,830,0.82,31,12
1450685,12.9168655,77.573242,13,832,0.28,31,12
1451682,12.9168739,77.5732475,13,833,0.62,31,12
1452683,12.9168841,77.5732508,12,833,0.45,31,12
1453733,12.9168915,77.5732472,12,835,0.38,31,12
1454732,12.9168979,77.5732482,11,833,0.26,31,12
1455734,12.9169024,77.5732427,11,832,0.22,31,12
1456781,12.9169027,77.573241,11,830,0,31,12
1457834,12.9169009,77.5732422,11,830,0.16,31,12
1458833,12.9169021,77.5732514,11,830,0.39,31,12
1459874,12.9169073,77.5732661,11,830,0.71,31,12
1460882,12.9169089,77.5732814,12,829,0.74,31,12
1461885,12.9169131,77.5732988,12,830,0.97,31,12
1462884,12.916914,77.5733068,12,832,0.41,30,12
1463923,12.9169069,77.5733033,13,833,0.42,30,12
1464890,12.9168919,77.5733264,13,833,1.92,30,12
1465887,12.9168756,77.5733453,13,834,1.47,30,12
1466932,12.9168703,77.5733553,13,836,0.83,30,12
1467969,12.916876,77.5733713,13,836,1.41,30,12
1468986,12.9168818,77.573392,14,835,1.55,29,12
1469985,12.9169008,77.5734005,14,830,1.49,29,12
1471041,12.916915,77.5734146,12,832,2.23,30,12
1472126,12.9169321,77.5734295,11,834,2.12,30,12
1473085,12.9169538,77.5734403,11,834,1.88,30,12
1474085,12.9169827,77.5734458,11,837,2.51,30,12
1475086,12.9170087,77.5734445,10,838,1.81,30,12
1476174,12.9170296,77.5734421,10,841,1.56,30,12
1477133,12.9170415,77.5734424,10,838,0.81,30,12
1478134,12.9170525,77.5734422,10,839,1.15,30,12
1479134,12.9170678,77.5734427,10,838,1.61,30,12
1480234,12.9170884,77.5734399,10,836,2.21,30,12
1481183,12.9171119,77.5734312,10,837,2.47,30,12
1482241,12.9171461,77.5734263,11,838,3.38,30,12
1483283,12.9171866,77.5734195,11,838,4.05,30,12
1484330,12.9172275,77.5734094,11,839,4.31,30,12
1485333,12.9172709,77.5733995,12,840,4.53,30,12
1486337,12.9173162,77.5733886,12,841,4.53,30,12
1487333,12.9173558,77.5733885,12,843,3.65,30,12
1488380,12.9173863,77.5733916,12,843,3.09,30,12
1489386,12.9174126,77.5734064,11,845,2.51,30,12
1490433,12.9174363,77.5734255,11,846,2.52,30,12
1491442,12.9174592,77.5734464,11,845,2.2,30,12
1492529,12.9174736,77.5734652,11,845,1.2,30,12
1493483,12.9174808,77.5734795,10,846,0.74,30,12
1494534,12.9174855,77.5734939,10,846,0.76,30,12
1495581,12.9175084,77.5735229,10,845,1.7,30,10
1496586,12.9175084,77.5735229,10,845,1.7,30,10
1497644,12.9175284,77.5735351,10,844,1.84,30,12
1498631,12.9175594,77.5735705,10,844,1.81,30,12
1499637,12.9175733,77.573593,11,844,2.03,30,11
1500657,12.9175871,77.5736182,11,844,2.21,30,11
1501634,12.9175972,77.5736484,10,845,2.71,30,11
1502636,12.917607,77.5736783,10,845,2.71,30,11
1503646,12.917607,77.5736783,10,845,2.71,30,11
1504703,12.9176176,77.5737508,10,845,4.06,30,11
1505684,12.9176156,77.573795,10,845,4.53,30,13
1506682,12.9176129,77.5738424,10,846,4.61,30,13
1507683,12.9176129,77.5738424,10,846,4.61,30,13
1508756,12.9176403,77.5740289,10,843,7.12,30,11
1509730,12.9176392,77.5741029,10,843,7.45,30,11
1510731,12.9176441,77.5741836,10,842,6.94,30,11
1511732,12.9176591,77.5742277,10,842,6.26,30,11
1512763,12.9176647,77.574276,11,842,5.77,30,11
1513780,12.9176684,77.5743187,11,842,5.34,30,11
1514780,12.9176606,77.5743772,10,843,5.99,30,11
1515782,12.9176684,77.5744383,10,843,5.83,30,11
1516806,12.917671,77.5744989,10,842,5.52,30,11
1517782,12.9176763,77.5745549,10,842,5.39,30,11
1518837,12.917679,77.5746084,11,842,5.38,30,11
1519832,12.9176829,77.5746455,11,842,5.38,30,11
1520918,12.9176899,77.5746973,12,843,5.79,29,11
1521880,12.9176799,77.5747517,13,843,5.76,29,11
1522888,12.9177015,77.5748672,11,843,7.57,29,11
1523882,12.9176914,77.5749576,11,842,7.92,29,11
1524976,12.9176749,77.5750268,12,842,7.97,29,11
1525935,12.9176845,77.5751091,11,842,8.34,29,11
1526932,12.9176879,77.5751969,11,841,8.17,29,11
1527987,12.9176858,77.5752652,11,841,8.29,29,11
1529022,12.9176752,77.5753316,11,841,7.77,29,11
1529983,12.9176728,77.5754073,11,841,8.01,29,11
1530991,12.9176826,77.5754893,11,841,7.89,29,11
1531989,12.9176812,77.5755543,11,841,6.31,29,11
1533026,12.9176692,77.5756297,11,839,6.32,29,11
1533986,12.9176661,77.575666,11,839,4.94,29,10
1534983,12.9176601,77.5757132,11,838,4.86,29,10
1536030,12.9176634,77.5757456,11,838,4.38,29,10
1537061,12.9176711,77.5757824,11,825,3.49,28,10
1538036,12.9176708,77.5757953,11,825,3.02,29,10
1539040,12.9176721,77.5758243,12,826,2.83,29,10
1540081,12.9176625,77.5758582,11,829,2.91,29,10
1541127,12.9176639,77.5758945,12,830,2.88,29,10
1542133,12.9176681,77.5759412,12,831,3.09,29,10
1543135,12.9176789,77.5759734,12,832,3.11,29,10
1544133,12.9176751,77.5760079,12,833,3.24,29,10
1545204,12.9176715,77.5760451,12,833,3.59,29,10
1546232,12.9176708,77.5760919,11,833,4.69,27,10
1547242,12.9176816,77.5761748,11,833,5.19,29,10
1548285,12.9176849,77.576258,11,833,5.75,29,10
1549311,12.917676,77.5763065,10,834,5.82,29,10
1550285,12.9176708,77.5763524,10,831,6.63,29,10
1551335,12.9176696,77.5764203,10,831,6.58,29,10
1552337,12.9176668,77.5764931,11,832,6.88,29,10
1553426,12.9176477,77.5765468,11,832,6.72,29,10
1554391,12.9176573,77.5765949,12,833,6.34,29,10
1555387,12.9176748,77.5767057,12,833,7.76,29,10
1556385,12.917679,77.5768053,13,832,8.48,29,10
1557407,12.9176785,77.5768866,13,832,9.07,29,10
1558438,12.9176638,77.576939,14,833,9.13,29,10
1559442,12.9176809,77.5770198,13,833,9.37,29,10
1560441,12.9176607,77.5771408,12,833,9.65,29,10
1561472,12.9176565,77.577218,11,833,9.52,29,10
