ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LIGHT,SOUND,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time,YYYY-MO-DD HH-MI-SS_SSS
4.9225,0.2538,-2.0542,0,43.737,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Dec,240528,2018-07-23 23:10:50:486
6.2728,0.7254,-0.3196,0,50.656,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Mar,241026,2018-07-23 23:10:50:984
14.8716,0.5818,-4.555,0,46.91,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Mar,241527,2018-07-23 23:10:51:485
12.6965,-0.8368,-0.3867,0,45.532,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Mar,242026,2018-07-23 23:10:51:984
8.9292,-0.0287,-0.4046,0,51.152,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Mar,242526,2018-07-23 23:10:52:484
10.173,0.3053,1.0594,0,46.58,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Mar,243027,2018-07-23 23:10:52:985
7.2197,1.4473,3.5147,4,47.953,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Mar,243527,2018-07-23 23:10:53:485
5.8562,3.7266,4.4005,0,45.931,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Mar,244026,2018-07-23 23:10:53:984
4.7681,2.6779,1.3276,0,46.432,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Mar,244527,2018-07-23 23:10:54:485
8.9591,1.3958,-0.5495,0,45.796,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Mar,245027,2018-07-23 23:10:54:985
7.5465,1.9812,-2.2098,0,51.7,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Mar,245529,2018-07-23 23:10:55:487
8.7053,1.6472,-1.1097,0,46.065,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Mar,246026,2018-07-23 23:10:55:984
9.0094,1.1983,-2.1775,0,58.367,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Mar,246527,2018-07-23 23:10:56:485
8.5258,-1.4281,-1.8675,0,50.243,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Mar,247027,2018-07-23 23:10:56:985
11.0504,-0.4094,6.5086,0,44.889,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Mar,247526,2018-07-23 23:10:57:484
10.5919,-0.8176,3.7481,0,49.368,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Mar,248027,2018-07-23 23:10:57:985
8.4228,-0.0036,0.3508,0,45.674,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Mar,248529,2018-07-23 23:10:58:487
7.908,-1.1624,2.4541,0,47.896,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Nov,249027,2018-07-23 23:10:58:985
9.0106,-2.6791,2.8862,0,48.229,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Nov,249528,2018-07-23 23:10:59:486
11.4431,-3.6703,0.8356,0,47.031,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Nov,250027,2018-07-23 23:10:59:985
8.0098,-1.1109,1.8088,0,49.925,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Nov,250526,2018-07-23 23:11:00:484
8.1235,-3.4872,2.6013,0,49.04,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Nov,251027,2018-07-23 23:11:00:985
14.2491,-2.1201,5.272,0,50.476,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Nov,251527,2018-07-23 23:11:01:485
16.2363,-10.9116,5.2601,0,52.091,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Nov,252026,2018-07-23 23:11:01:984
8.91,-1.4545,1.5155,0,51.096,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Nov,252527,2018-07-23 23:11:02:485
7.2101,-0.0706,1.4425,0,52.254,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Nov,253027,2018-07-23 23:11:02:985
4.853,-0.334,-0.0227,0,53.282,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Nov,253527,2018-07-23 23:11:03:485
6.7552,-0.832,1.1624,0,53.818,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Nov,254028,2018-07-23 23:11:03:986
12.6294,-5.3762,2.3906,0,53.047,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Nov,254526,2018-07-23 23:11:04:484
6.5685,-1.3623,-2.0937,0,54.269,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Nov,255027,2018-07-23 23:11:04:985
5.1822,0.7578,-1.0211,0,64.462,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Nov,255527,2018-07-23 23:11:05:485
6.8941,-2.4421,-0.1592,0,61.635,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Sep,256028,2018-07-23 23:11:05:986
8.1427,1.6604,-0.6788,0,57.36,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Sep,256527,2018-07-23 23:11:06:485
18.6736,-9.0525,13.9307,0,56.637,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Sep,257027,2018-07-23 23:11:06:985
10.1706,0.3172,-0.2682,0,53.665,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Sep,257528,2018-07-23 23:11:07:486
7.3957,3.9768,0.2418,0,54.344,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Sep,258027,2018-07-23 23:11:07:985
7.2772,0.929,-2.6588,0,49.712,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Sep,258527,2018-07-23 23:11:08:485
11.8453,0.6213,5.2828,0,48.875,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Sep,259027,2018-07-23 23:11:08:985
10.8769,1.1001,-0.9445,0,48.486,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Sep,259526,2018-07-23 23:11:09:484
9.6055,2.1715,-1.0654,0,48.171,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Sep,260027,2018-07-23 23:11:09:985
8.9172,3.1137,-0.4836,0,48.921,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Sep,260527,2018-07-23 23:11:10:485
10.6805,-0.2358,2.2924,0,47.622,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Sep,261026,2018-07-23 23:11:10:984
8.2061,9.9838,-4.0151,0,47.541,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Sep,261527,2018-07-23 23:11:11:485
6.6355,7.3466,-1.306,0,48.171,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Sep,262026,2018-07-23 23:11:11:984
9.262,4.6232,-7.3658,0,47.279,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Sep,262527,2018-07-23 23:11:12:485
8.4623,3.134,0.0874,0,47.059,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Sep,263026,2018-07-23 23:11:12:984
13.6757,-0.2418,-2.1907,0,52.249,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Sep,263527,2018-07-23 23:11:13:485
8.0852,0.8523,-1.1396,0,45.457,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Sep,264027,2018-07-23 23:11:13:985
7.677,3.4536,1.883,0,46.267,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,21-Sep,264526,2018-07-23 23:11:14:484
6.4823,-1.8615,5.3211,0,46.347,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,14 / 21,265027,2018-07-23 23:11:14:985
9.8749,0.8643,1.2833,0,46.524,42.52028,-83.52338,793.55,956.8450221,0,58.722576,,14 / 21,265526,2018-07-23 23:11:15:484
8.0445,1.3336,0.6764,0,45.58,42.520393,-83.523445,800,956.8450221,4.25,58.722576,322.9,14 / 20,266027,2018-07-23 23:11:15:985
7.7129,0.8176,2.9772,0,45.897,42.520393,-83.523445,800,957.8287334,4.25,58.722576,322.9,14 / 20,266529,2018-07-23 23:11:16:487
12.4487,-4.7621,3.3555,0,45.209,42.520393,-83.523445,800,957.8287334,4.25,58.722576,322.9,14 / 20,267027,2018-07-23 23:11:16:985
8.3294,0.9194,1.555,0,45.452,42.520393,-83.523445,800,957.8287334,4.25,58.722576,322.9,14 / 20,267528,2018-07-23 23:11:17:486
11.6837,3.6751,-0.9625,0,45.331,42.520393,-83.523445,800,957.8287334,4.25,58.722576,322.9,14 / 20,268027,2018-07-23 23:11:17:985
6.3339,2.8994,1.6819,0,46.055,42.520393,-83.523445,800,957.8287334,4.25,58.722576,322.9,14 / 20,268528,2018-07-23 23:11:18:486
11.5125,0.7123,-4.3886,0,45.103,42.520393,-83.523445,800,957.8287334,4.25,58.722576,322.9,14 / 20,269028,2018-07-23 23:11:18:986
7.2221,-1.2605,2.0614,0,44.924,42.520393,-83.523445,800,957.8287334,4.25,58.722576,322.9,14 / 20,269527,2018-07-23 23:11:19:485
7.8554,4.7214,3.2202,0,44.145,42.520393,-83.523445,800,957.8287334,4.25,58.722576,322.9,14 / 20,270029,2018-07-23 23:11:19:987
7.112,1.5467,4.3993,0,45.083,42.520393,-83.523445,800,957.8287334,4.25,58.722576,322.9,14 / 20,270527,2018-07-23 23:11:20:485
10.823,3.7936,1.5862,0,44.765,42.520393,-83.523445,800,957.8287334,4.25,58.722576,322.9,14 / 20,271026,2018-07-23 23:11:20:984
7.8063,0.9134,1.3048,0,47.803,42.520393,-83.523445,800,957.8287334,4.25,58.722576,322.9,14 / 20,271528,2018-07-23 23:11:21:486
7.8518,2.4756,1.6568,0,45.649,42.520393,-83.523445,800,957.8287334,4.25,58.722576,322.9,14 / 20,272027,2018-07-23 23:11:21:985
11.7076,1.7669,0.8392,0,45.104,42.520393,-83.523445,800,957.8287334,4.25,58.722576,322.9,14 / 20,272528,2018-07-23 23:11:22:486
7.9571,2.6504,1.7502,0,44.777,42.520393,-83.523445,800,957.8287334,4.25,58.722576,322.9,13 / 21,273027,2018-07-23 23:11:22:985
8.6586,1.8926,0.2562,0,47.284,42.520393,-83.523445,800,957.8287334,4.25,58.722576,322.9,13 / 21,273528,2018-07-23 23:11:23:486
12.542,-0.6476,-4.0402,0,44.506,42.520393,-83.523445,800,957.8287334,4.25,58.722576,322.9,13 / 21,274026,2018-07-23 23:11:23:984
8.3606,0.2502,-0.3256,0,48.078,42.520393,-83.523445,800,957.8287334,4.25,58.722576,322.9,13 / 21,274527,2018-07-23 23:11:24:485
9.7109,-1.4832,0.9984,0,44.939,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,13 / 21,275026,2018-07-23 23:11:24:984
11.1546,3.5255,6.8378,0,44.203,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,13 / 21,275527,2018-07-23 23:11:25:485
10.7392,0.2729,0.1389,0,44.046,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,13 / 21,276027,2018-07-23 23:11:25:985
10.1682,-1.7777,1.8232,0,45.723,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,13 / 21,276527,2018-07-23 23:11:26:485
9.2763,1.6328,4.8674,0,45.477,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,13 / 21,277027,2018-07-23 23:11:26:985
11.1869,1.0606,1.1827,0,49.708,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,13 / 21,277527,2018-07-23 23:11:27:485
9.8964,-2.0195,1.7238,0,48.233,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,13 / 21,278029,2018-07-23 23:11:27:987
9.2883,1.8483,5.1451,0,44.626,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,13 / 21,278528,2018-07-23 23:11:28:486
9.8294,1.5359,0.3029,0,46.651,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,13 / 21,279028,2018-07-23 23:11:28:986
9.7432,-1.4664,2.3164,0,47.24,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,13 / 21,279528,2018-07-23 23:11:29:486
11.2767,1.5263,3.2094,0,43.557,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,13 / 21,280029,2018-07-23 23:11:29:987
9.7683,0.2514,0.9457,0,46.182,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,13 / 21,280529,2018-07-23 23:11:30:487
10.0185,-1.4425,1.4569,0,44.806,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,13 / 21,281028,2018-07-23 23:11:30:986
9.1638,1.3192,4.0701,0,45.018,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,13 / 21,281526,2018-07-23 23:11:31:484
11.2647,0.9661,0.2873,0,44.277,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,17 / 21,282026,2018-07-23 23:11:31:984
9.4176,-0.1437,2.1332,0,48.956,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,17 / 21,282527,2018-07-23 23:11:32:485
7.5513,-1.3886,2.5654,0,44.829,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,17 / 21,283027,2018-07-23 23:11:32:985
12.0297,0.8847,-0.6105,0,45.488,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,17 / 21,283527,2018-07-23 23:11:33:485
6.2273,0.7997,-0.1856,0,50.447,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,17 / 21,284028,2018-07-23 23:11:33:986
10.2113,-3.48,-1.1205,0,45.125,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,17 / 21,284527,2018-07-23 23:11:34:485
12.1242,2.6097,2.4289,0,44.806,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,17 / 21,285027,2018-07-23 23:11:34:985
9.153,-1.6161,0.99,0,47.514,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,17 / 21,285528,2018-07-23 23:11:35:486
9.8617,0.2107,2.7809,0,45.621,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,17 / 21,286027,2018-07-23 23:11:35:985
11.1941,0.4393,1.093,0,45.747,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,17 / 21,286529,2018-07-23 23:11:36:487
8.3917,0.9002,0.48,0,46.48,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,17 / 21,287027,2018-07-23 23:11:36:985
9.9443,2.2122,2.0123,0,46.105,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,17 / 21,287527,2018-07-23 23:11:37:485
10.477,-1.6281,5.4312,0,44.734,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,17 / 21,288027,2018-07-23 23:11:37:985
8.831,-0.1006,-0.2825,0,47.084,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,17 / 21,288527,2018-07-23 23:11:38:485
9.7229,1.1181,1.9237,0,46.193,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,17 / 21,289026,2018-07-23 23:11:38:984
13.1202,0.5375,3.4644,0,47.122,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,17 / 21,289528,2018-07-23 23:11:39:486
10.2615,0.498,2.405,0,46.328,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,21-Sep,290026,2018-07-23 23:11:39:984
8.8813,0.9062,2.1823,0,45.335,42.52057,-83.5236,796.77,957.8287334,4.18,34.254837,276.6,21-Sep,290528,2018-07-23 23:11:40:486
9.1901,-3.5111,6.3698,0,45.804,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,21-Sep,291026,2018-07-23 23:11:40:984
9.8354,0.3508,0.4202,0,46.491,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,21-Sep,291528,2018-07-23 23:11:41:486
8.442,1.8423,0.5926,0,45.88,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,21-Sep,292028,2018-07-23 23:11:41:986
7.7309,-2.7509,6.0908,0,46.472,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,21-Sep,292526,2018-07-23 23:11:42:484
12.7336,-2.9628,-0.3364,0,45.813,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,21-Sep,293029,2018-07-23 23:11:42:987
8.4922,0.8703,0.7219,0,46.02,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,21-Sep,293527,2018-07-23 23:11:43:485
8.6036,-1.1803,0.4238,0,47.909,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,21-Sep,294027,2018-07-23 23:11:43:985
13.2974,0.2095,4.2198,0,49.257,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,21-Sep,294528,2018-07-23 23:11:44:486
9.5253,-0.6369,1.391,0,45.62,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,21-Sep,295027,2018-07-23 23:11:44:985
10.0437,-2.4062,1.0271,0,45.697,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,21-Sep,295528,2018-07-23 23:11:45:486
6.596,-0.6404,4.6579,0,44.809,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,21-Sep,296028,2018-07-23 23:11:45:986
10.3765,0.5195,1.6915,0,46.777,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,21-Sep,296527,2018-07-23 23:11:46:485
8.5078,0.3232,1.664,0,48.587,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,21-Sep,297028,2018-07-23 23:11:46:986
8.0302,-1.5897,3.055,0,46.704,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,21-Sep,297527,2018-07-23 23:11:47:485
13.3704,2.138,0.1305,0,50.065,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,14 / 21,298027,2018-07-23 23:11:47:985
8.9435,-1.7382,0.7458,0,47.453,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,14 / 21,298528,2018-07-23 23:11:48:486
8.0996,1.4844,0.1065,0,45.836,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,14 / 21,299026,2018-07-23 23:11:48:984
9.9288,0.3687,-0.4812,0,46.34,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,14 / 21,299526,2018-07-23 23:11:49:484
9.2344,1.3755,0.1903,0,48.012,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,14 / 21,300027,2018-07-23 23:11:49:985
9.4607,-0.7973,1.6652,0,45.849,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,14 / 21,300528,2018-07-23 23:11:50:486
13.1633,0.3472,0.8284,0,45.867,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,14 / 21,301027,2018-07-23 23:11:50:985
8.9783,1.2881,-0.5866,0,49.034,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,14 / 21,301526,2018-07-23 23:11:51:484
10.0724,0.9481,2.2266,0,47.831,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,14 / 21,302029,2018-07-23 23:11:51:987
11.066,3.796,2.466,0,47.386,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,14 / 21,302526,2018-07-23 23:11:52:484
9.1854,0.7757,1.1744,0,46.061,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,14 / 21,303029,2018-07-23 23:11:52:987
10.4567,5.3044,-2.3966,0,46.633,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,14 / 21,303527,2018-07-23 23:11:53:485
11.4874,-2.047,-0.7159,0,47.266,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,14 / 21,304027,2018-07-23 23:11:53:985
7.9823,-2.6049,-1.6221,0,47.667,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,14 / 21,304528,2018-07-23 23:11:54:486
8.5293,-1.1971,2.9568,0,48.221,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,14 / 21,305027,2018-07-23 23:11:54:985
12.8281,0.413,1.962,0,46.934,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,14 / 21,305527,2018-07-23 23:11:55:485
8.4934,0.4992,1.9273,0,47.034,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,15 / 21,306027,2018-07-23 23:11:55:985
7.6375,-2.2637,0.255,0,45.809,42.52051,-83.52372,819.35,957.8287334,2.48,53.829033,227.3,15 / 21,306527,2018-07-23 23:11:56:485
12.7611,0.267,-1.0391,0,46.185,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,15 / 21,307026,2018-07-23 23:11:56:984
8.0984,0.2167,0.8643,0,48.22,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,15 / 21,307526,2018-07-23 23:11:57:484
8.734,0.5507,2.0279,0,47.703,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,15 / 21,308027,2018-07-23 23:11:57:985
13.3584,1.0259,0.7925,0,46.223,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,15 / 21,308527,2018-07-23 23:11:58:485
8.436,-0.2286,1.4365,0,47.049,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,15 / 21,309026,2018-07-23 23:11:58:984
7.7788,1.5048,3.7541,0,47.025,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,15 / 21,309526,2018-07-23 23:11:59:484
13.7212,0.8188,3.3998,0,46.686,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,15 / 21,310027,2018-07-23 23:11:59:985
8.6024,-0.6847,0.5914,0,47.69,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,15 / 21,310527,2018-07-23 23:12:00:485
9.2308,1.0271,0.2658,0,47.606,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,15 / 21,311027,2018-07-23 23:12:00:985
12.0285,0.0239,-1.3396,0,44.797,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,15 / 21,311527,2018-07-23 23:12:01:485
8.503,1.1839,-1.397,0,46.988,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,15 / 21,312028,2018-07-23 23:12:01:986
9.6905,0.6249,1.2833,0,46.863,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,15 / 21,312527,2018-07-23 23:12:02:485
8.1008,-0.8871,3.4213,0,46.605,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,15 / 21,313026,2018-07-23 23:12:02:984
8.4372,-0.6213,-0.9577,0,44.605,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,15 / 21,313528,2018-07-23 23:12:03:486
9.9,0.1018,1.0139,0,45.627,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,16 / 23,314027,2018-07-23 23:12:03:985
13.1645,-0.1963,-0.923,0,46.361,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,16 / 23,314526,2018-07-23 23:12:04:484
8.4886,-0.6093,0.1269,0,46.353,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,16 / 23,315027,2018-07-23 23:12:04:985
8.6574,-0.723,2.7426,0,44.906,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,16 / 23,315527,2018-07-23 23:12:05:485
12.5815,1.3048,-1.9644,0,43.64,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,16 / 23,316027,2018-07-23 23:12:05:985
8.3582,-0.073,0.2861,0,52.036,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,16 / 23,316527,2018-07-23 23:12:06:485
10.3286,0.3543,0.1748,0,48.309,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,16 / 23,317026,2018-07-23 23:12:06:984
12.9957,1.7801,-2.6971,0,44.678,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,16 / 23,317529,2018-07-23 23:12:07:487
8.5353,0.2071,-0.1951,0,42.716,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,16 / 23,318026,2018-07-23 23:12:07:984
8.2001,-0.3364,3.3028,0,45.68,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,16 / 23,318528,2018-07-23 23:12:08:486
12.5229,-0.1568,-1.2366,0,44.108,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,16 / 23,319027,2018-07-23 23:12:08:985
8.1989,0.2466,0.9864,0,43.535,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,16 / 23,319526,2018-07-23 23:12:09:484
8.0541,0.6105,3.8894,0,42.953,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,16 / 23,320029,2018-07-23 23:12:09:987
13.1047,0.5004,-0.8021,0,44.064,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,16 / 23,320527,2018-07-23 23:12:10:485
8.1882,-1.1229,0.8236,0,43.336,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,16 / 23,321026,2018-07-23 23:12:10:984
7.252,-1.1708,3.2729,0,44.428,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,16 / 23,321527,2018-07-23 23:12:11:485
11.4108,-1.4928,-1.8364,0,44.97,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,16 / 23,322028,2018-07-23 23:12:11:986
8.1762,-3.9361,0.1329,0,46.553,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,16 / 23,322527,2018-07-23 23:12:12:485
8.9986,-4.5921,-0.972,0,46.899,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,17 / 22,323027,2018-07-23 23:12:12:985
8.0936,-5.5749,-1.1265,0,44.061,42.52054,-83.523895,819.35,957.8287334,4.28,48.935486,303,17 / 22,323526,2018-07-23 23:12:13:484
8.3857,-4.9668,-0.7853,0,43.331,42.520603,-83.52411,841.94,957.8287334,0,44.041935,,17 / 22,324027,2018-07-23 23:12:13:985
8.57,-4.5023,-0.3232,0,44.739,42.520603,-83.52411,841.94,957.8287334,0,44.041935,,17 / 22,324527,2018-07-23 23:12:14:485
8.4922,-4.543,-0.9708,0,44.08,42.520603,-83.52411,841.94,957.8287334,0,44.041935,,17 / 22,325028,2018-07-23 23:12:14:986
8.7017,-4.3766,-0.559,0,43.389,42.520603,-83.52411,841.94,957.8287334,0,44.041935,,17 / 22,325526,2018-07-23 23:12:15:484
8.5174,-4.5334,-0.7362,0,42.599,42.520603,-83.52411,841.94,957.8287334,0,44.041935,,17 / 22,326027,2018-07-23 23:12:15:985
8.5162,-4.4353,-0.7697,0,45.285,42.520603,-83.52411,841.94,957.8287334,0,44.041935,,17 / 22,326527,2018-07-23 23:12:16:485
8.4886,-4.7477,-0.6201,1,45.105,42.520603,-83.52411,841.94,957.8287334,0,44.041935,,17 / 22,327027,2018-07-23 23:12:16:985
8.7807,-4.0306,-0.0934,3,46.9,42.520603,-83.52411,841.94,957.8287334,0,44.041935,,17 / 22,327527,2018-07-23 23:12:17:485
8.9998,-3.9181,-0.5076,4,49.451,42.520603,-83.52411,841.94,957.8287334,0,44.041935,,17 / 22,328026,2018-07-23 23:12:17:984
9.1183,-3.7134,-0.9014,1,49.709,42.520603,-83.52411,841.94,957.8287334,0,44.041935,,17 / 22,328527,2018-07-23 23:12:18:485
9.7264,-2.3571,0.012,0,51.185,42.520603,-83.52411,841.94,957.8287334,0,44.041935,,17 / 22,329028,2018-07-23 23:12:18:986
7.4974,-0.4381,-2.733,0,50.554,42.520603,-83.52411,841.94,957.8287334,0,44.041935,,17 / 22,329527,2018-07-23 23:12:19:485
