ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LIGHT,SOUND,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time,YYYY-MO-DD HH-MI-SS_SSS
4.6579,-2.7617,7.1431,113,39.98,42.52036,-83.52342,867.74,954.2341071,0,24.467743,,15 / 21,88528,2018-07-23 23:08:18:486
3.0442,-3.5578,8.8262,106,42.937,42.52036,-83.52342,867.74,954.2341071,0,24.467743,,15 / 21,89027,2018-07-23 23:08:18:985
1.8459,-4.3155,8.5796,99,42.576,42.52036,-83.52342,867.74,954.2341071,0,24.467743,,15 / 21,89526,2018-07-23 23:08:19:484
1.2665,-3.7996,8.9986,90,41.708,42.52036,-83.52342,867.74,954.2341071,0,24.467743,,15 / 21,90027,2018-07-23 23:08:19:985
2.5163,-4.6986,8.1906,113,42.745,42.52036,-83.52342,867.74,954.2341071,0,24.467743,,15 / 21,90527,2018-07-23 23:08:20:485
6.7217,-6.5972,3.6536,107,41.032,42.52036,-83.52342,867.74,954.2341071,0,24.467743,,15 / 21,91027,2018-07-23 23:08:20:985
6.6607,-7.2879,0.2502,77,46.948,42.52036,-83.52342,867.74,954.2341071,0,24.467743,,15 / 21,91527,2018-07-23 23:08:21:485
9.7803,-5.7341,1.6843,102,48.909,42.52036,-83.52342,867.74,954.2341071,0,24.467743,,15 / 21,92027,2018-07-23 23:08:21:985
3.5829,0.0215,8.0924,99,47.91,42.52036,-83.52342,867.74,954.2341071,0,24.467743,,15 / 21,92527,2018-07-23 23:08:22:485
2.8012,-2.7545,7.507,38,43.753,42.52036,-83.52342,867.74,954.2341071,0,24.467743,,15 / 21,93028,2018-07-23 23:08:22:986
8.9878,-6.6068,-2.4361,70,45.216,42.52036,-83.52342,867.74,954.2341071,0,24.467743,,16 / 21,93528,2018-07-23 23:08:23:486
6.7109,-6.4763,-1.9597,51,41.354,42.52036,-83.52342,867.74,954.2341071,0,24.467743,,16 / 21,94027,2018-07-23 23:08:23:985
6.7325,-5.879,-2.3068,0,39.717,42.52036,-83.52342,867.74,954.2341071,0,24.467743,,16 / 21,94528,2018-07-23 23:08:24:486
6.371,-7.203,2.2505,28,39.52,42.52036,-83.52342,867.74,954.2341071,0,24.467743,,16 / 21,95027,2018-07-23 23:08:24:985
7.7752,-11.5903,-1.5191,30,33.754,42.52041,-83.52355,793.55,954.2341071,2.3,39.148384,342.3,16 / 21,95527,2018-07-23 23:08:25:485
10.6769,-4.5574,3.5698,70,32.37,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,16 / 21,96028,2018-07-23 23:08:25:986
0.9266,1.8747,7.2604,375,31.884,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,16 / 21,96526,2018-07-23 23:08:26:484
0.5291,1.2893,8.1499,484,43.266,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,16 / 21,97027,2018-07-23 23:08:26:985
1.5802,1.0283,9.657,469,65.858,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,16 / 21,97526,2018-07-23 23:08:27:484
1.3431,2.6288,8.8358,151,28.559,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,16 / 21,98026,2018-07-23 23:08:27:984
1.7549,1.4509,9.8833,200,30.893,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,16 / 21,98526,2018-07-23 23:08:28:484
3.128,0.2646,9.3027,206,47.614,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,16 / 21,99027,2018-07-23 23:08:28:985
2.9461,0.1329,9.3733,211,45.192,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,16 / 21,99527,2018-07-23 23:08:29:485
2.8635,0.3555,9.4858,213,45.928,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,16 / 21,100027,2018-07-23 23:08:29:985
2.9951,-0.2298,9.2572,219,52.929,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,16 / 21,100527,2018-07-23 23:08:30:485
3.6117,3.869,16.4805,215,52.718,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,16 / 21,101027,2018-07-23 23:08:30:985
3.4668,1.8902,8.8825,106,46.693,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,15 / 22,101527,2018-07-23 23:08:31:485
4.7238,2.0375,7.6495,99,38.93,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,15 / 22,102027,2018-07-23 23:08:31:985
9.3458,-1.7154,4.0881,42,50.282,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,15 / 22,102528,2018-07-23 23:08:32:486
5.5629,-5.6096,3.5255,38,52.927,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,15 / 22,103028,2018-07-23 23:08:32:986
4.4161,-9.9419,-0.5195,68,53.769,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,15 / 22,103527,2018-07-23 23:08:33:485
4.3323,-9.0118,0.3675,136,47.633,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,15 / 22,104027,2018-07-23 23:08:33:985
7.4316,-8.3222,4.9129,116,43.548,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,15 / 22,104527,2018-07-23 23:08:34:485
7.1216,-5.7521,3.2202,118,31.794,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,15 / 22,105028,2018-07-23 23:08:34:986
6.79,-5.8083,2.8132,133,46.807,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,15 / 22,105527,2018-07-23 23:08:35:485
5.9604,-6.9408,3.5877,144,49.703,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,15 / 22,106027,2018-07-23 23:08:35:985
5.6204,-7.8925,2.1715,113,45.379,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,15 / 22,106526,2018-07-23 23:08:36:484
4.47,-8.4467,1.7561,109,45.785,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,15 / 22,107029,2018-07-23 23:08:36:987
4.2006,-8.4994,1.8759,109,44.452,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,15 / 22,107529,2018-07-23 23:08:37:487
4.3395,-8.5377,2.1524,116,42.908,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,15 / 22,108027,2018-07-23 23:08:37:985
4.3718,-8.4432,2.2757,118,39.941,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,15 / 22,108529,2018-07-23 23:08:38:487
4.2952,-8.4288,2.2541,120,31.135,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,15 / 22,109028,2018-07-23 23:08:38:986
4.4341,-8.5497,2.0123,118,41.064,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,13 / 21,109527,2018-07-23 23:08:39:485
4.3993,-8.5066,2.0315,118,37.893,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,13 / 21,110028,2018-07-23 23:08:39:986
4.3395,-8.4839,2.0794,116,43.651,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,13 / 21,110527,2018-07-23 23:08:40:485
4.3287,-8.5748,1.9465,111,39.695,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,13 / 21,111027,2018-07-23 23:08:40:985
4.3263,-8.5557,2.0327,113,30.884,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,13 / 21,111529,2018-07-23 23:08:41:487
4.3096,-8.5976,1.9537,116,36.422,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,13 / 21,112027,2018-07-23 23:08:41:985
4.209,-8.4862,2.1584,116,43.057,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,13 / 21,112528,2018-07-23 23:08:42:486
4.148,-8.5054,2.1632,120,32.461,42.52041,-83.52355,793.55,957.9582931,2.3,39.148384,342.3,13 / 21,113027,2018-07-23 23:08:42:985
4.2605,-8.5365,2.2565,120,34.265,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,13 / 21,113527,2018-07-23 23:08:43:485
4.0737,-8.6167,2.0614,116,34.317,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,13 / 21,114027,2018-07-23 23:08:43:985
4.0977,-8.5916,2.1368,116,40.689,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,13 / 21,114527,2018-07-23 23:08:44:485
4.0474,-8.6383,2.2314,115,41.681,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,13 / 21,115028,2018-07-23 23:08:44:986
4.1707,-8.6072,2.0985,116,47.447,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,13 / 21,115527,2018-07-23 23:08:45:485
4.1695,-8.6335,2.1045,115,38.504,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,13 / 21,116028,2018-07-23 23:08:45:986
4.1132,-8.5461,2.1033,116,37.758,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,13 / 21,116527,2018-07-23 23:08:46:485
4.1887,-8.6119,2.071,116,34.269,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,13 / 21,117027,2018-07-23 23:08:46:985
4.1432,-8.6251,2.077,116,43.822,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,21-Dec,117527,2018-07-23 23:08:47:485
4.1719,-8.6024,1.9884,113,38.536,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,21-Dec,118027,2018-07-23 23:08:47:985
4.13,-8.6227,2.0506,113,38.952,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,22-Dec,118526,2018-07-23 23:08:48:484
3.9863,-8.752,2.211,113,32.081,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,22-Dec,119027,2018-07-23 23:08:48:985
4.3144,-8.3989,2.2122,120,47.446,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,22-Dec,119527,2018-07-23 23:08:49:485
4.0438,-8.6311,2.0842,113,50.929,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,22-Dec,120027,2018-07-23 23:08:49:985
4.4209,-8.4707,2.0518,115,42.821,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,22-Dec,120526,2018-07-23 23:08:50:484
4.3706,-8.4779,2.1452,113,41.746,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,22-Dec,121027,2018-07-23 23:08:50:985
4.3574,-8.5808,2.1249,111,43.564,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,22-Dec,121527,2018-07-23 23:08:51:485
4.1851,-8.6203,1.9453,109,42.3,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,22-Dec,122028,2018-07-23 23:08:51:986
4.3993,-8.655,2.1045,113,42.67,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,22-Dec,122528,2018-07-23 23:08:52:486
4.3778,-8.412,2.557,131,34.62,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,22-Dec,123028,2018-07-23 23:08:52:986
4.3814,-8.3701,2.5893,127,35.28,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,22-Dec,123527,2018-07-23 23:08:53:485
4.1743,-8.5677,2.4409,120,45.617,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,22-Dec,124027,2018-07-23 23:08:53:985
4.0534,-8.6048,2.5055,116,40.128,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,22-Dec,124526,2018-07-23 23:08:54:484
4.1863,-8.5557,2.472,120,44.844,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,22-Dec,125027,2018-07-23 23:08:54:985
4.0534,-8.4336,3.3172,120,47.137,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,22-Dec,125527,2018-07-23 23:08:55:485
2.4541,-8.8609,3.219,138,45.715,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,22-Jul,126028,2018-07-23 23:08:55:986
3.0047,-8.685,3.1723,138,45.854,42.520264,-83.52326,909.68,957.9582931,0,141.9129,,22-Jul,126527,2018-07-23 23:08:56:485
3.4417,-8.6526,2.897,124,43.655,42.52035,-83.52351,854.84,957.9582931,0,14.680644,,22-Jul,127027,2018-07-23 23:08:56:985
3.7505,-8.667,2.6025,120,44.432,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,22-Jul,127526,2018-07-23 23:08:57:484
3.6739,-8.9914,2.3679,115,47.341,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,22-Jul,128027,2018-07-23 23:08:57:985
3.3507,-8.8262,2.6971,124,42.123,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,22-Jul,128526,2018-07-23 23:08:58:484
3.7206,-8.6179,2.5402,120,49.066,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,22-Jul,129027,2018-07-23 23:08:58:985
4.221,-8.5162,2.4193,118,45.801,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,22-Jul,129528,2018-07-23 23:08:59:486
4.6124,-8.4671,2.1644,109,45.085,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,22-Jul,130027,2018-07-23 23:08:59:985
4.6711,-8.4743,1.798,107,50.192,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,22-Jul,130529,2018-07-23 23:09:00:487
4.7238,-8.4994,1.6592,106,40.862,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,22-Jul,131027,2018-07-23 23:09:00:985
4.6747,-8.418,1.567,106,45.638,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,22-Jul,131526,2018-07-23 23:09:01:484
4.6711,-8.3809,1.6652,107,40.798,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,22-Jul,132027,2018-07-23 23:09:01:985
4.5777,-8.4539,1.7406,107,46.795,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,22-Jul,132526,2018-07-23 23:09:02:484
4.6699,-8.4982,1.7645,109,44.83,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,22-Jul,133028,2018-07-23 23:09:02:986
4.4807,-8.5006,1.7346,107,46.182,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,22-Jul,133527,2018-07-23 23:09:03:485
4.5993,-8.4839,1.7358,111,39.504,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 21,134028,2018-07-23 23:09:03:986
4.4209,-8.5006,1.8112,113,46.074,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 21,134528,2018-07-23 23:09:04:486
4.3479,-8.594,1.8699,109,51.394,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 21,135028,2018-07-23 23:09:04:986
4.2964,-8.5617,1.8375,109,48.478,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 21,135527,2018-07-23 23:09:05:485
4.3467,-8.5006,1.8687,109,45.527,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 21,136027,2018-07-23 23:09:05:985
4.3431,-8.5509,1.6759,109,42.58,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 21,136527,2018-07-23 23:09:06:485
4.3395,-8.5102,1.7957,109,32.444,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 21,137028,2018-07-23 23:09:06:986
4.3239,-8.5593,1.8591,109,37.026,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 21,137527,2018-07-23 23:09:07:485
4.3574,-8.5557,1.9237,113,32.209,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 21,138028,2018-07-23 23:09:07:986
4.312,-8.4958,2.0135,115,30.372,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 21,138527,2018-07-23 23:09:08:485
4.3395,-8.5413,1.9477,111,32.594,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 21,139026,2018-07-23 23:09:08:984
4.3311,-8.6335,1.8292,111,32.448,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 21,139527,2018-07-23 23:09:09:485
4.0031,-8.9519,2.4948,109,46.411,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 21,140027,2018-07-23 23:09:09:985
3.2681,-9.0333,3.5051,127,39.094,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 21,140528,2018-07-23 23:09:10:486
3.5494,-8.6072,2.3188,120,43.471,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Jul,141028,2018-07-23 23:09:10:986
3.9899,-9.1578,1.2594,93,35.9,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Jul,141527,2018-07-23 23:09:11:485
3.729,-8.7329,1.4293,84,29.687,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Jul,142028,2018-07-23 23:09:11:986
3.4129,-9.0297,1.403,81,41.127,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Jul,142528,2018-07-23 23:09:12:486
4.1647,-8.8023,1.8567,81,34.442,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Jul,143027,2018-07-23 23:09:12:985
3.4465,-9.1123,2.2685,82,43.429,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Jul,143528,2018-07-23 23:09:13:486
2.0255,-8.8011,3.2992,102,43.784,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Jul,144026,2018-07-23 23:09:13:984
2.6145,-8.6155,3.541,115,41.524,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Jul,144529,2018-07-23 23:09:14:487
3.3507,-8.8992,2.6061,99,43.573,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Jul,145027,2018-07-23 23:09:14:985
3.5961,-8.7628,1.9154,90,39.098,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Jul,145528,2018-07-23 23:09:15:486
3.5949,-8.9399,1.5526,84,41.048,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Jul,146028,2018-07-23 23:09:15:986
3.6978,-8.9471,1.3898,81,31.038,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Jul,146527,2018-07-23 23:09:16:485
3.8726,-8.8741,1.3443,81,50.985,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Jul,147027,2018-07-23 23:09:16:985
3.9828,-8.825,1.3994,81,49.124,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Jul,147527,2018-07-23 23:09:17:485
4.1096,-8.7053,1.4557,82,52.728,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Jul,148026,2018-07-23 23:09:17:984
4.2066,-8.6766,1.5119,84,46.556,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Jul,148527,2018-07-23 23:09:18:485
4.3383,-8.6191,1.4748,84,46.191,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Jul,149026,2018-07-23 23:09:18:984
4.3132,-8.7376,1.3024,81,46.633,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Jul,149527,2018-07-23 23:09:19:485
4.1875,-8.7161,1.3252,84,47.54,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,150027,2018-07-23 23:09:19:985
4.1599,-8.7029,1.5263,82,47.515,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,150527,2018-07-23 23:09:20:485
4.2605,-8.6706,1.397,82,40.479,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,151027,2018-07-23 23:09:20:985
4.1647,-8.6419,1.5969,84,29.96,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,151526,2018-07-23 23:09:21:484
4.1671,-8.7329,1.4796,82,36.067,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,152028,2018-07-23 23:09:21:986
4.2521,-8.6862,1.409,84,45.573,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,152528,2018-07-23 23:09:22:486
4.1096,-8.6754,1.4006,81,44.093,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,153027,2018-07-23 23:09:22:985
4.0989,-8.7771,1.5335,84,47.734,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,153528,2018-07-23 23:09:23:486
4.063,-8.673,1.6328,86,39.819,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,154026,2018-07-23 23:09:23:984
4.2377,-8.6586,1.6305,86,42.618,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,154529,2018-07-23 23:09:24:487
4.4137,-8.6084,1.5347,84,36.911,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,155027,2018-07-23 23:09:24:985
4.4508,-8.576,1.567,84,30.446,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,155527,2018-07-23 23:09:25:485
4.5358,-8.4898,1.4521,84,30.123,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,156027,2018-07-23 23:09:25:985
4.47,-8.5988,1.4676,84,30.39,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,156527,2018-07-23 23:09:26:485
4.5945,-8.57,1.4688,84,30.451,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,157027,2018-07-23 23:09:26:985
4.44,-8.5485,1.4102,82,29.997,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,157528,2018-07-23 23:09:27:486
4.1168,-9.5026,2.071,84,28.76,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,158026,2018-07-23 23:09:27:984
2.6528,-8.2432,1.0918,107,42.684,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,158529,2018-07-23 23:09:28:487
-0.3567,-8.7544,3.0251,111,44.491,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,159026,2018-07-23 23:09:28:984
0.5219,-9.5098,2.8826,97,30.36,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,159527,2018-07-23 23:09:29:485
2.1584,-9.3099,2.1261,95,42.264,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,160027,2018-07-23 23:09:29:985
2.0566,-9.414,2.2697,97,41.994,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,160527,2018-07-23 23:09:30:485
2.1991,-9.2416,2.0351,91,46.87,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,161026,2018-07-23 23:09:30:984
3.5877,-8.5162,1.6149,88,43.335,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,161529,2018-07-23 23:09:31:487
5.4097,-8.1942,0.9685,77,38.3,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,162027,2018-07-23 23:09:31:985
4.5502,-8.4515,0.0958,77,44.408,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,162526,2018-07-23 23:09:32:484
4.7202,-8.6072,1.1863,77,41.039,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,163027,2018-07-23 23:09:32:985
4.4077,-8.6155,0.9074,77,45.705,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,163528,2018-07-23 23:09:33:486
4.5394,-8.6012,1.3144,77,51.334,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,164027,2018-07-23 23:09:33:985
4.8351,-8.4036,1.0139,77,42.184,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,164527,2018-07-23 23:09:34:485
4.9009,-8.3594,0.6009,77,47.055,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,165027,2018-07-23 23:09:34:985
5.357,-8.0361,0.8918,77,43.296,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,165527,2018-07-23 23:09:35:485
5.7042,-7.9715,0.8009,77,42.802,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,166026,2018-07-23 23:09:35:984
5.5557,-7.9775,0.8631,77,46.46,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,21-Nov,166529,2018-07-23 23:09:36:487
5.2457,-8.2109,0.6548,77,42.299,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 22,167027,2018-07-23 23:09:36:985
5.1727,-8.1894,0.9146,79,29.792,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 22,167529,2018-07-23 23:09:37:487
5.2002,-8.2325,0.7805,79,30.135,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 22,168027,2018-07-23 23:09:37:985
5.2218,-8.2205,0.7386,79,46.009,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 22,168526,2018-07-23 23:09:38:484
5.1308,-8.2887,0.7183,77,44.438,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 22,169027,2018-07-23 23:09:38:985
5.272,-8.2109,0.7171,77,34.365,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 22,169526,2018-07-23 23:09:39:484
5.2984,-8.1558,0.7123,77,31.911,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 22,170027,2018-07-23 23:09:39:985
5.3271,-8.1977,0.6369,77,42.599,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 22,170528,2018-07-23 23:09:40:486
5.2924,-8.1654,0.7614,77,33.522,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 22,171027,2018-07-23 23:09:40:985
5.3439,-8.1918,0.7638,79,30.401,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 22,171528,2018-07-23 23:09:41:486
5.296,-8.096,0.7709,77,29.305,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 22,172028,2018-07-23 23:09:41:986
5.29,-8.1367,0.7326,77,30.516,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 22,172527,2018-07-23 23:09:42:485
5.3319,-8.1403,0.6835,77,35.514,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 22,173027,2018-07-23 23:09:42:985
5.2325,-8.1989,0.7063,77,29.389,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,13 / 22,173527,2018-07-23 23:09:43:485
5.3307,-8.1139,0.6883,77,31.23,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,14 / 22,174027,2018-07-23 23:09:43:985
5.2672,-8.1954,0.7219,77,30.085,42.52035,-83.52351,854.84,956.9456461,0,14.680644,,14 / 22,174527,2018-07-23 23:09:44:485
5.2325,-8.1451,0.8679,79,29.546,42.520126,-83.52322,903.23,956.9456461,3.89,78.29677,180.5,14 / 21,175027,2018-07-23 23:09:44:985
5.3247,-8.1535,0.7458,81,30.572,42.520126,-83.52322,903.23,950.2140569,3.89,78.29677,180.5,14 / 21,175529,2018-07-23 23:09:45:487
5.3391,-8.1235,0.7482,81,34.652,42.520126,-83.52322,903.23,950.2140569,3.89,78.29677,180.5,14 / 21,176027,2018-07-23 23:09:45:985
5.2936,-8.2145,0.735,79,36.711,42.520126,-83.52322,903.23,950.2140569,3.89,78.29677,180.5,14 / 21,176529,2018-07-23 23:09:46:487
4.9285,-8.5198,0.6883,77,36.662,42.520126,-83.52322,903.23,950.2140569,3.89,78.29677,180.5,14 / 21,177027,2018-07-23 23:09:46:985
4.4173,-8.6323,0.5638,77,29.394,42.520126,-83.52322,903.23,950.2140569,3.89,78.29677,180.5,14 / 21,177527,2018-07-23 23:09:47:485
5.0709,-8.193,0.9445,79,29.622,42.520126,-83.52322,903.23,950.2140569,3.89,78.29677,180.5,14 / 21,178028,2018-07-23 23:09:47:986
5.199,-8.1846,0.583,79,29.81,42.520126,-83.52322,903.23,950.2140569,3.89,78.29677,180.5,14 / 21,178526,2018-07-23 23:09:48:484
