time10,lat10,lng10,accuracy10,altitude10,strenght10
1339588,12.9278608,77.6811063,4,804,15
1340635,12.9278637,77.6811085,4,805,15
1341638,12.9278691,77.6811043,4,805,15
1342638,12.9278681,77.6810979,4,805,15
1343688,12.9278654,77.6810899,4,805,15
1344736,12.9278597,77.6810762,4,804,15
1345788,12.9278554,77.6810596,4,803,15
1346788,12.9278528,77.6810423,4,803,15
1347788,12.9278478,77.6810236,3,803,15
1348821,12.9278415,77.6810076,3,802,15
1349839,12.9278354,77.6809913,3,804,15
1350837,12.927831,77.6809721,3,803,15
1351838,12.9278259,77.6809536,3,803,15
1352871,12.9278197,77.6809339,3,804,15
1353839,12.9278131,77.6809194,3,803,15
1354838,12.9278044,77.6809078,4,804,15
1355887,12.9277943,77.6808961,3,804,15
1356921,12.9277838,77.6808844,3,805,15
1357889,12.9277756,77.6808711,3,804,15
1358888,12.9277673,77.6808585,3,804,26
1359938,12.927758,77.6808471,3,803,26
1360990,12.9277501,77.6808354,3,803,26
1361988,12.9277434,77.680825,3,802,21
1362989,12.9277386,77.6808143,3,802,27
1363989,12.9277344,77.6808038,3,801,50
1364989,12.9277299,77.680794,3,801,50
1366038,12.9277276,77.680786,3,801,50
1367089,12.9277266,77.6807773,3,801,50
1368138,12.9277263,77.6807707,3,801,50
1369138,12.9277272,77.6807662,3,801,50
1370140,12.9277267,77.6807596,3,802,50
1371188,12.9277226,77.6807506,3,802,50
1372189,12.9277192,77.6807519,3,802,21
1373238,12.9277168,77.6807551,3,802,16
1374238,12.9277149,77.6807527,3,803,16
1375288,12.9277142,77.6807521,3,803,15
1376288,12.9277159,77.6807436,3,802,18
1377319,12.9277181,77.6807276,3,801,12
1378285,12.9277197,77.6807102,3,801,19
1379287,12.9277178,77.6806988,3,799,29
1380288,12.9277115,77.6806938,3,799,29
1381322,12.9277063,77.6806873,3,799,24
1382337,12.9277013,77.6806803,3,800,20
1383338,12.9276989,77.680677,3,801,20
1384386,12.9276963,77.680676,3,801,20
1385387,12.9276947,77.680676,3,800,17
1386389,12.9276934,77.6806761,3,800,17
1387438,12.9276916,77.680676,3,800,21
1388439,12.9276892,77.6806749,3,800,18
1389466,12.9276882,77.6806742,3,800,23
1390437,12.9276862,77.6806724,3,800,22
1391438,12.9276846,77.6806689,3,800,18
1392438,12.9276822,77.6806669,3,800,16
1393438,12.9276808,77.6806671,3,801,14
1394488,12.9276802,77.680666,3,800,14
1395487,12.9276824,77.6806608,3,801,14
1396488,12.9276836,77.6806598,3,799,14
1397488,12.9276837,77.6806592,3,799,14
1398488,12.9276846,77.6806581,3,798,14
1399488,12.9276844,77.6806583,3,799,14
1400488,12.9276846,77.6806586,3,798,14
1401523,12.9276847,77.6806594,3,798,14
1402489,12.9276842,77.6806595,3,798,32
1403488,12.9276835,77.680659,3,799,32
1404538,12.9276839,77.680658,3,799,32
1405574,12.9276821,77.6806566,3,799,32
1406538,12.9276806,77.6806568,3,798,32
1407537,12.9276789,77.6806539,3,798,32
1408538,12.9276755,77.680649,3,798,32
1409539,12.9276714,77.6806459,3,797,32
1410589,12.9276704,77.6806436,3,797,32
1411589,12.9276695,77.6806427,3,797,32
1412637,12.9276726,77.6806302,3,797,32
1413638,12.9276682,77.6806208,3,797,32
1414688,12.9276634,77.680614,3,797,32
1415688,12.9276553,77.6806108,3,797,32
1416688,12.9276471,77.6806082,3,797,32
1417706,12.9276411,77.6806015,3,799,32
1418685,12.9276353,77.6805925,3,798,32
1419688,12.9276326,77.6805836,3,798,11
1420688,12.9276233,77.6805778,3,798,11
1421688,12.9276081,77.6805753,3,799,11
1422688,12.9275975,77.680572,3,798,11
1423738,12.9275946,77.680569,3,799,11
1424787,12.9275938,77.6805597,3,799,11
1425822,12.9275944,77.6805464,4,799,11
1426790,12.9275931,77.6805359,4,800,11
1427789,12.927585,77.6805253,5,799,11
1428838,12.9275745,77.6805145,4,801,11
1429871,12.9275642,77.6805066,5,800,11
1430838,12.9275569,77.6804986,5,800,13
1431838,12.9275552,77.6804892,5,801,13
1432838,12.9275543,77.6804819,4,801,13
1433888,12.927555,77.680477,4,800,13
1434888,12.9275554,77.6804721,4,800,13
1435938,12.927552,77.6804647,4,799,13
1436938,12.9275476,77.6804561,4,798,13
1437972,12.9275424,77.6804454,3,799,13
1438938,12.9275363,77.6804361,4,798,13
1439940,12.9275318,77.6804268,3,799,13
1440989,12.9275286,77.680417,3,799,45
1442040,12.927524,77.6804095,3,797,45
1443088,12.9275124,77.6804009,3,797,45
1444137,12.9274988,77.680392,3,798,45
1445137,12.9274863,77.6803853,3,798,45
1446171,12.9274789,77.6803789,3,798,45
1447137,12.9274725,77.6803716,3,798,45
1448139,12.927465,77.6803626,3,797,35
1449138,12.9274544,77.6803537,3,797,35
1450221,12.9274444,77.6803443,3,797,35
1451189,12.9274356,77.6803353,3,798,35
1452189,12.9274285,77.680328,3,798,35
1453191,12.9274258,77.6803217,3,798,35
1454190,12.9274232,77.6803153,3,797,35
1455190,12.9274225,77.6803058,3,797,35
1456238,12.9274206,77.6802969,3,798,35
1457237,12.9274164,77.6802873,3,798,35
1458239,12.9274152,77.6802789,4,799,35
1459289,12.9274144,77.6802625,3,799,35
1460288,12.9274143,77.6802431,3,800,35
1461289,12.9274173,77.680227,3,801,35
1462322,12.9274201,77.6802135,3,801,35
1463289,12.9274188,77.680204,3,801,35
1464336,12.9274177,77.6801959,3,801,35
1465386,12.9274155,77.6801883,3,799,35
1466420,12.9274139,77.6801769,3,799,35
1467388,12.9274122,77.6801661,4,799,35
1468438,12.9274124,77.6801529,3,800,35
1469440,12.9274078,77.6801343,3,800,35
1470489,12.9274066,77.6801149,3,802,35
1471488,12.9274069,77.6801034,3,800,35
1472491,12.9274085,77.6800975,3,801,35
1473538,12.9274095,77.6800923,3,801,35
1474538,12.9274101,77.6800858,3,802,35
1475538,12.9274097,77.6800787,3,802,35
1476538,12.9274071,77.6800679,3,801,15
1477537,12.9274027,77.6800559,3,801,15
1478538,12.9273986,77.6800451,3,801,15
1479539,12.927396,77.6800332,3,801,15
1480588,12.9273947,77.6800242,4,802,15
1481587,12.927395,77.6800154,4,801,15
1482626,12.9273914,77.680007,4,801,15
1483589,12.9273876,77.6799984,4,801,15
1484636,12.9273767,77.6799779,3,801,15
1485638,12.9273709,77.6799652,3,801,15
1486723,12.9273644,77.6799535,3,801,15
1487687,12.9273575,77.6799434,3,802,15
1488685,12.9273516,77.6799369,3,800,15
1489688,12.9273473,77.679933,3,800,15
1490686,12.9273422,77.6799295,3,801,15
1491688,12.9273374,77.679924,3,801,15
1492687,12.9273322,77.6799147,3,801,15
1493689,12.9273266,77.679906,3,801,15
1494736,12.9273217,77.679895,3,801,15
1495787,12.9273154,77.6798829,3,801,15
1496788,12.9273104,77.6798728,3,800,15
1497787,12.9273069,77.6798626,3,802,15
1498789,12.927304,77.6798538,3,802,15
1499838,12.9273007,77.6798461,3,802,15
1500838,12.9272975,77.6798411,3,801,15
1501890,12.9272938,77.6798379,3,802,15
1502919,12.9272873,77.6798334,3,802,15
1503939,12.9272799,77.6798248,3,801,15
1504939,12.9272745,77.6798164,3,801,15
1505995,12.9272712,77.6798078,3,802,15
1507022,12.9272697,77.6797978,3,801,15
1508039,12.9272695,77.6797894,3,800,15
1509038,12.9272707,77.6797849,3,799,15
1510089,12.9272719,77.6797793,3,799,15
1511169,12.9272717,77.6797682,3,799,15
1512188,12.9272711,77.679759,3,799,15
1513189,12.9272702,77.6797492,3,800,15
1514239,12.9272673,77.6797423,3,800,15
1515265,12.9272634,77.6797388,3,799,15
1516241,12.9272591,77.6797341,3,799,15
1517289,12.927256,77.6797265,3,799,15
1518290,12.9272556,77.6797166,3,799,15
1519324,12.9272554,77.6797087,3,800,15
